id,price
2591820310,345620.2606155853
7974200820,829943.8562057271
7701450110,1004167.2861959795
9522300010,1878337.8827332451
9510861140,687602.9090634981
1761300310,248467.6203181244
7732410120,755288.9454791719
7010701383,641570.3843893046
291310170,456787.2721878976
4232901990,607782.3305531905
6840701125,601191.8549536907
3971700580,382345.2836376172
4202400078,283910.05715918064
6064800090,450441.6489220114
2626119028,200893.93483352178
3303980660,1053808.5367108218
862000020,735104.7315630261
2386000070,818786.7098506965
1138000450,387994.3719106429
1775800420,473396.3547917198
2291401425,398215.8601934031
2025770560,813484.3448166295
3525069037,668063.90586412
9324800450,607227.4099844836
8080400136,592117.6560627375
8651540040,578221.743877911
9407001790,300771.11778597033
1773101530,233778.18327457717
9432900250,353703.1076762405
1794500695,655277.2966631702
2220069003,332188.15220541
923000120,555193.1651723216
5728000060,528388.1720574191
16000200,255465.40500244725
1926059094,417152.09229182085
6672900220,937364.7361140446
3629860060,825141.4888055432
1822069109,419500.41544663586
6675500105,418414.07086974505
249000180,1468524.5565202457
226059065,473450.56741046737
396100110,276092.51428741246
9264450460,318953.47601646476
7853361210,395101.91261286417
9474700020,316126.7154777406
421000455,252085.7644541484
3755200220,432279.2918205627
7960100075,506392.9696467116
9477100490,392213.55154974683
9138100350,758205.5991968277
1624049275,445463.18794291036
2770606890,453216.54453539924
1157200189,374972.29504697234
2770601800,507301.676292357
9301300805,576874.9598016432
2325069032,945233.6272258074
1021079099,351650.61496622855
7215730040,697335.3167486689
1853200080,428605.341035276
3224600340,644421.5099819354
3222049120,449927.36757196917
2113700025,288771.2676870199
7893207925,224649.86438157826
3586501085,579660.9713623585
8024200010,390127.1036831869
7116500705,189103.363161469
1598600209,319776.2186876373
7204200025,1043955.4618602863
4206901505,530789.9101315729
2937300440,879623.8123575256
7205000180,350092.1612870293
8718500665,361487.8127930571
5318101765,1005074.9584724272
4122700020,970187.8720256826
8078700020,484547.3069264176
3303980680,918606.862698643
8924100372,1227943.8348746982
2781270210,258363.0153208673
519000043,503089.89458760526
3225069301,1351207.2436845794
151000075,773676.2683239311
2297400020,395783.08893126977
6617500085,551937.5344360713
104510180,291889.1406569607
3528900060,980083.8578921466
3345100286,535916.8543814047
1226039130,397608.49757731264
8712100720,801718.4000607353
3037200010,420751.7633990791
3626039268,424057.86131471075
104510230,271737.08699257346
5112800060,432572.89474117913
6072400280,543717.4948818843
5317100570,1077900.376113538
9528102993,521767.84850126045
2919201095,509109.2088605531
6181400920,271326.0447758688
185000161,260753.04934641375
8691400010,792018.3499143982
3345700165,460281.0908099141
6151800486,250620.99613043066
4340000080,1382094.8733189644
4136960010,513592.8510353139
3634100030,336641.8262650726
1624059224,1095288.2135226727
2788400090,254012.50992501224
9828200762,519010.67554352694
7524400250,529620.2204989787
3528000290,715196.0042884852
5700003630,1419330.3363140996
2720069019,398714.9651449296
7227501170,218359.12291032096
2397101270,672377.0727797024
6792100090,647837.0028714624
2770602265,556509.438572457
3971700937,296045.0646039303
422049203,236424.06653094065
3076500830,365346.57293957425
1423400260,300936.4885313218
9161100795,469120.8995629065
3126049052,532137.6733864311
5100401468,448753.52473833907
514500235,516938.22480148904
1423200170,202782.18660006404
1402100070,342782.9371047056
624110020,711622.7920070986
2407000145,298687.69315681787
1890000225,732325.6026058331
1320069271,315553.7260528067
5490700085,526191.2851882478
263000155,425519.8978838875
3726800201,392704.3587115056
5153200358,276317.3344150089
2725079018,720613.379170433
7165700200,242564.69533382825
9429000170,567107.9284340641
8718500075,408584.15504555823
1760650950,363998.45083903655
1068000559,1142477.150516167
4113800500,657888.1410079381
4077800507,506672.03726239654
